opt_id,question_id,prompt,transcription,llm_speaking_accuracy_llama31_score,llm_speaking_accuracy_mistral_score,llm_speaking_accuracy_llama32_score,llm_speaking_accuracy_claude_score,most_common_value,agreement_percentage,opt_id_q_id
73550,t1_q12,Tell me the plot of one of your favorite films or books.," My preference are Star Wars. When I was young, I saw Star Wars. I liked it a lot. You know, it continues the picture, the movies. I like I am a fan of these new episodes.  I like it. It's not. Start work. My forward.",2.0,2.0,4.0,2.0,2.0,75.0,73550_t1_q12
23582,t1_q13,"In what ways has technology impacted your life, both positively and negatively?"," The mobile phone has a great effect on my life with the mobile phone. I can communicate with others and I can buy something from the internet. Also with the mobile phone, I can easily pay to others when I go to the market shop.  The mobile phone has changed since more years.",2.0,2.0,3.0,3.0,2.0,50.0,23582_t1_q13
72647,t1_q6,What did you do on your last holiday?," That holiday I went to New York with my parents and at the time I arrived I was very excited because my friend had homie did incredible things about that city so I want to arrive. In that moment, whenever I could believe we were there, we stayed there for eight days. We had heard awesome things about all three units for Times Square and other tourist places.",2.0,3.0,3.0,3.0,3.0,75.0,72647_t1_q6
71656,t1_q8,Do you think people spend too much time on their mobile phones? Why?," The people spend much time with the phone because the internet or Facebook, the new generation, but I think it's possible the whole generation like very much to conversation.  station with the phone, with WhatsApp, with a new",2.0,0.0,2.0,2.0,2.0,75.0,71656_t1_q8
23190,t1_q10,What was the last thing that made you feel happy or sad? Why?, Yesterday I went to a shop to have my dinner and I have wait almost 17 minutes but the food is very good and that's make me happy.,3.0,3.0,2.0,3.0,3.0,75.0,23190_t1_q10
22496,t1_q7,Tell me about a person you know well., I want to talk about my mom and she is a very kind and kind woman and she is very self-confidence and she protect me when I was a child and she taught me a lot and she is very outstanding and doing a lot of the social work to help the social to be good better.,2.0,2.0,2.0,3.0,2.0,75.0,22496_t1_q7
69979,t1_q3,Tell me about your hobbies.," My hobby is a mountain climbing. I sometimes go to mountain with my hotel raft. After that, I",0.0,0.0,2.0,0.0,0.0,75.0,69979_t1_q3
74582,t1_q7,Tell me about a person you know well., .,0.0,0.0,3.0,2.0,0.0,50.0,74582_t1_q7
73909,t1_q12,Tell me the plot of one of your favorite films or books.," Well, my favorite movie is... Back. It goes... He talked about the future and the past and how you can juggle the time. And also it's a German film. It's different.  obviously normally or frequently in the memoirs because most of the movies and the cinemas are from the United States. Well, I really like this movie because it's German.",2.0,2.0,0.0,1.0,2.0,50.0,73909_t1_q12
21828,t1_q10,What was the last thing that made you feel happy or sad? Why?, I feel sad it's about my original family's relationship is not good. My mother is stubborn and tough. Can not listen in any other voice from me. And my father is not happy living with my mother.  about the relationship. My mom always complies my father.,2.0,0.0,0.0,0.0,0.0,75.0,21828_t1_q10
70149,t1_q3,Tell me about your hobbies.," My hobby is fishing, especially seabass at Zalua. And another one is ski, enjoy skiing. When I was young, I enjoyed",3.0,2.0,3.0,3.0,3.0,75.0,70149_t1_q3
23681,t1_q14,Describe the differences between people your age and the older generation. Why do you think these differences exist?," Before 5 years ago, I think the big difference is attitude at the incline. But now I think there are not some different attitude. In all days, my parents think that the Internet will impact my life in the next time.  with but today actually I work for internet industry they have a lot of knowledge from the internet so they think it's a",1.0,2.0,2.0,2.0,2.0,75.0,23681_t1_q14
73098,t1_q13,"In what ways has technology impacted your life, both positively and negatively?"," Well, so yeah, from positive side I can say that the technology makes my life much much easier and especially that is about communication so I can communicate with any people in the world any second with a very good quality I can see I can hear Yeah, that is probably the best communication the words the bad thing about technology. Yeah  the industrialization and all these types that bring pollution because of production. First and second people really spend too much time in the internal world, not in the real world.",3.0,3.0,2.0,3.0,3.0,75.0,73098_t1_q13
25408,t1_q8,Do you think people spend too much time on their mobile phones? Why?," The mobile phone is very popular in our life. I think mobile phone can give me very complex. First, phone. If you have a phone, you can go where, what you like to do and go to and learn English.  The pay is the money for someone.",2.0,2.0,3.0,1.0,2.0,50.0,25408_t1_q8
25756,t1_q12,Tell me the plot of one of your favorite films or books.," Okay, I like a famous example, Gen I, John. John is a novel from England. It describes a girl  and get to love, get to love family. And I like her.",3.0,3.0,4.0,4.0,4.0,50.0,25756_t1_q12
71901,t1_q7,Tell me about a person you know well.," Yes, I know my friends, the name of my friend is Mohammed. This person is my friends and also it's a close friend, yes. So it's friendly, flexible and also I like him because he held me every time if I want anything in our life. So it's the best friend in our life. It's Mohammed, the name of Mohammed, yes.",3.0,3.0,2.0,3.0,3.0,75.0,71901_t1_q7
21948,t1_q8,Do you think people spend too much time on their mobile phones? Why?," Yes, I agree with you very much. I think in modern day, modern day, my new people spend too much time in the mobile phones, they always look new and play games and watch videos in the mobile phone. I think it's with the old time. They can use the time to do some other use for things just as exercise, exercise, exercise.  and read the main books to improve our level. So I think that's necessary but not mobile level.",0.0,0.0,4.0,1.0,0.0,50.0,21948_t1_q8
24876,t1_q9,Tell me about an important decision you had to make., Seijun I don't understand sorry I don't understand this problem,2.0,2.0,0.0,0.0,0.0,50.0,24876_t1_q9
23700,t1_q7,Tell me about a person you know well.," The person, my wife, where in my boss, he has the worst experience. I will be willing to share it with you. At the same time, they will organize everyone to put a cap-pad in rare-resting activities to improve the confuses of everyone.",2.0,2.0,0.0,2.0,2.0,75.0,23700_t1_q7
72617,t1_q11,What are the biggest challenges for you in your area of work or study?," This is really easy. The big challenge for me is the English. I don't feel comfortable to do conference calls, meeting, making presentations or whatever. I study and don't see enough developed in my communication. So this is so frustrated. It's a big challenge for me.  how can I develop my English, how can I get better my English, talk better usually after I talk I see some mistakes there I commit between a talk is difficult to it's really fast",2.0,2.0,3.0,0.0,2.0,50.0,72617_t1_q11
25546,t1_q2,When is your birthday?, My birthday and July 30th.,0.0,3.0,3.0,3.0,3.0,75.0,25546_t1_q2
71012,t1_q11,What are the biggest challenges for you in your area of work or study?," In this moment, there is the fushion between insurance and ARP. Because before, I only work with one part of the company. And in this moment, we need to work with others, person in this fushion.  with other accessories and the rig is very fast in this moment. This is challenging this moment for me. I think that.",3.0,3.0,3.0,2.0,3.0,75.0,71012_t1_q11
22181,t1_q6,What did you do on your last holiday?," My last short holiday, I had a short trip with my family to one of the island. We had lunch, we spent an afternoon in coffee shop. That's all.",1.0,2.0,2.0,2.0,2.0,75.0,22181_t1_q6
25055,t1_q6,What did you do on your last holiday?, I'm studying in the laboratory because I'm preparing for my produced studying. I want to enrich my knowledge and broaden my horizon. So I keep studying in the laboratory.,2.0,4.0,2.0,2.0,2.0,75.0,25055_t1_q6
76803,t1_q7,Tell me about a person you know well.," First of all, I know well, I'm not my mom. We have similar tastes and hobbies. And she's in the mood. I love her. She's kind of like my best friend. And she's really nice. She's very like patient. And I don't know if she's funny. Yeah, we like each other.",3.0,2.0,3.0,3.0,3.0,75.0,76803_t1_q7
71470,t1_q10,What was the last thing that made you feel happy or sad? Why?," That's simple. When I'm happy or sad, I'm too happy to like to see my family is good. My family is healthy. My family is happy each day, every day. If my family has to trouble our problem, I have to set two layers.  to see them. So my family is to solve my mood. Thank you.",3.0,3.0,3.0,3.0,3.0,100.0,71470_t1_q10
72104,t1_q3,Tell me about your hobbies.," I, my whole game, I prefer swimming. I like to travel in other countries. I like reading, I like cooking.",0.0,0.0,2.0,2.0,0.0,50.0,72104_t1_q3
71858,t1_q2,When is your birthday?, I was burned in... I was burned out in... Cloudy City.,0.0,0.0,0.0,1.0,0.0,75.0,71858_t1_q2
70131,t1_q10,What was the last thing that made you feel happy or sad? Why?," So, happy, happy things is so my song is good testing a different point  So, that is the look so TV.",0.0,3.0,0.0,0.0,0.0,75.0,70131_t1_q10
